,feature,poids
40,ANNUITY_TO_INCOME_RATIO,0.003402246593797041
152,PREV_AMT_ANNUITY_MEAN,0.0033871187442675284
43,INCOME_TO_BIRTH_RATIO,0.0033781251137008895
8,DAYS_REGISTRATION,0.0033509413937636706
228,PREV_NAME_YIELD_GROUP_low_normal_MEAN,0.0033319167316913827
161,PREV_CNT_PAYMENT_MEAN,0.003318035744030658
129,ACTIVE_AMT_CREDIT_SUM_MEAN,0.0031458093509839084
281,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,0.003027332460135813
140,CLOSED_DAYS_CREDIT_UPDATE_MEAN,0.003015566121019984
275,INSTAL_AMT_PAYMENT_MEAN,0.0029672516068774794
294,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,0.002956516466769915
247,APPROVED_AMT_GOODS_PRICE_MEAN,0.002773356048466409
261,REFUSED_CNT_PAYMENT_MEAN,0.002705798839323155
13,FLAG_PHONE,0.002688738555933296
243,APPROVED_AMT_APPLICATION_MEAN,0.002657903932971622
158,PREV_HOUR_APPR_PROCESS_START_MEAN,0.0025515317464234397
1,AMT_INCOME_TOTAL,0.002516187966290651
274,INSTAL_AMT_INSTALMENT_MEAN,0.002469882812182327
126,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,0.0024636155078821345
107,BURO_MONTHS_BALANCE_SIZE_MEAN,0.002459324939463914
197,PREV_NAME_CLIENT_TYPE_Repeater_MEAN,0.002447914211683775
287,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,0.0024191208779820515
234,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,0.002409290151114315
208,PREV_NAME_PORTFOLIO_POS_MEAN,0.002405380858088849
159,PREV_RATE_DOWN_PAYMENT_MEAN,0.002397951814783631
248,APPROVED_HOUR_APPR_PROCESS_START_MEAN,0.0023863403469177548
285,CC_AMT_INST_MIN_REGULARITY_MEAN,0.0023827533580397246
258,REFUSED_HOUR_APPR_PROCESS_START_MEAN,0.002357928245303808
251,APPROVED_CNT_PAYMENT_MEAN,0.002354072286751718
244,APPROVED_AMT_CREDIT_MEAN,0.002269955291030626
117,BURO_CREDIT_TYPE_Credit card_MEAN,0.00226610409181407
271,INSTAL_DBD_MEAN,0.0022415063647875915
153,PREV_AMT_APPLICATION_MEAN,0.00215839763593035
35,DOCUMENT_COUNT,0.0021530698551613164
142,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,0.0021488635593462546
295,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,0.0021169169323190773
249,APPROVED_RATE_DOWN_PAYMENT_MEAN,0.0021136093359988505
220,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,0.002036373003497512
46,NAME_CONTRACT_TYPE_Revolving loans,0.002015235156106811
227,PREV_NAME_YIELD_GROUP_low_action_MEAN,0.002013892850836075
47,FLAG_OWN_CAR_N,0.001979343790490196
157,PREV_AMT_GOODS_PRICE_MEAN,0.0018626489474433971
154,PREV_AMT_CREDIT_MEAN,0.0018530244796931914
137,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,0.0018107906475691626
48,FLAG_OWN_CAR_Y,0.0017906490524965347
18,HOUR_APPR_PROCESS_START,0.0017728392405062647
225,PREV_NAME_YIELD_GROUP_XNA_MEAN,0.0017000158132713537
257,REFUSED_AMT_GOODS_PRICE_MEAN,0.0016684269837795663
235,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,0.0016554624411796292
201,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,0.0016355385914201565
239,PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,0.0016125275798191039
278,CC_MONTHS_BALANCE_MEAN,0.001609202259880105
301,CC_COUNT,0.0015955734811711735
204,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,0.0015861010223143343
253,REFUSED_AMT_APPLICATION_MEAN,0.001576666949119303
116,BURO_CREDIT_TYPE_Consumer credit_MEAN,0.0015746240221872702
121,BURO_STATUS_STATUS_divers_MEAN_MEAN,0.0015687542467089195
163,PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,0.001541686444565565
254,REFUSED_AMT_CREDIT_MEAN,0.001496529920499577
105,BURO_MONTHS_BALANCE_MIN_MIN,0.0014645423045984516
252,REFUSED_AMT_ANNUITY_MEAN,0.0014447903242444467
45,NAME_CONTRACT_TYPE_Cash loans,0.0014226910805003087
119,BURO_STATUS_0_MEAN_MEAN,0.00139594791705678
120,BURO_STATUS_C_MEAN_MEAN,0.0013877624056009355
26,DEF_30_CNT_SOCIAL_CIRCLE,0.0013787325537122374
151,CLOSED_MONTHS_BALANCE_SIZE_MEAN,0.0013702020394223912
240,PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,0.0013467240872733356
265,POS_NAME_CONTRACT_STATUS_Active_MEAN,0.0013380249227327805
222,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,0.0013206552511902962
184,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,0.0012677325464453338
284,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,0.0012671527440276662
149,CLOSED_MONTHS_BALANCE_MIN_MIN,0.0012075209141835946
266,POS_NAME_CONTRACT_STATUS_Completed_MEAN,0.0011936450002231148
103,BURO_AMT_ANNUITY_MEAN,0.0011929913351036933
202,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,0.001172383528159831
93,ORGANIZATION_TYPE_XNA,0.0011528094497404856
221,PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,0.001127747510937953
53,NAME_INCOME_TYPE_Pensioner,0.0011197315655099979
212,PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,0.0010811747596810109
233,PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,0.0010784866643000816
182,PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,0.001068121812037129
224,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,0.0010610964566923466
122,BURO_STATUS_X_MEAN_MEAN,0.0010541768420212223
23,REG_CITY_NOT_WORK_CITY,0.0010477076631942668
28,DEF_60_CNT_SOCIAL_CIRCLE,0.0010457751067122103
209,PREV_NAME_PORTFOLIO_XNA_MEAN,0.0010410842489474827
135,ACTIVE_MONTHS_BALANCE_MIN_MIN,0.0010384688624233477
219,PREV_CHANNEL_TYPE_Stone_MEAN,0.0010306609427332602
165,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,0.0010280467727880776
61,NAME_FAMILY_STATUS_Married,0.0010209689194859762
87,ORGANIZATION_TYPE_Business Entity Type 3,0.0010192933723239125
187,PREV_CODE_REJECT_REASON_LIMIT_MEAN,0.00101840727211752
206,PREV_NAME_PORTFOLIO_Cash_MEAN,0.001013294415100532
230,PREV_PRODUCT_COMBINATION_Card Street_MEAN,0.0010076396666232903
133,ACTIVE_AMT_ANNUITY_MEAN,0.0009941727791872715
64,NAME_FAMILY_STATUS_Single / not married,0.0009752021692628331
203,PREV_NAME_GOODS_CATEGORY_NAME_GOODS_CATEGORY_divers_MEAN,0.0009745196058536636
177,PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,0.0009564043946095252
25,OBS_30_CNT_SOCIAL_CIRCLE,0.0009557791927586323
193,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,0.0009531234378364432
269,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,0.0009360668125161406
147,CLOSED_AMT_ANNUITY_MEAN,0.0009254768636522995
280,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,0.0009165352936041165
217,PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,0.0009157712874373783
210,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,0.0009041496623429842
196,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,0.000902968545714757
190,PREV_NAME_TYPE_SUITE_Family_MEAN,0.0008759866351389832
34,AMT_REQ_CREDIT_BUREAU_YEAR,0.0008638380912855827
115,BURO_CREDIT_TYPE_CREDIT_TYPE_divers_MEAN,0.0008554390800711171
229,PREV_NAME_YIELD_GROUP_middle_MEAN,0.0008554347240174747
15,CNT_FAM_MEMBERS,0.0008530617855584943
162,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,0.0008512440778951808
176,PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,0.0008402469789415109
286,CC_AMT_PAYMENT_CURRENT_MEAN,0.0008287250737745126
27,OBS_60_CNT_SOCIAL_CIRCLE,0.0008236132335962619
0,CNT_CHILDREN,0.00081880100597791
72,OCCUPATION_TYPE_Drivers,0.0008053699748456175
168,PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,0.0008043326299775084
170,PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,0.0007865806480747485
216,PREV_CHANNEL_TYPE_Country-wide_MEAN,0.0007788704921773698
237,PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,0.0007631537508341003
166,PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,0.0007540889422180252
185,PREV_CODE_REJECT_REASON_CODE_REJECT_REASON_divers_MEAN,0.0007504632924459788
238,PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,0.0007246687401078241
223,PREV_NAME_SELLER_INDUSTRY_NAME_SELLER_INDUSTRY_divers_MEAN,0.000722062967757144
232,PREV_PRODUCT_COMBINATION_Cash_MEAN,0.0007028501856711906
179,PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,0.0006890947589075358
213,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,0.0006772534681370102
167,PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,0.0006735085229916685
236,PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,0.0006724991355738243
92,ORGANIZATION_TYPE_Self-employed,0.0006634947220508149
267,POS_NAME_CONTRACT_STATUS_NAME_CONTRACT_STATUS_divers_MEAN,0.0006563048198521606
205,PREV_NAME_PORTFOLIO_Cards_MEAN,0.000638880448953652
198,PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,0.0006373116986221974
171,PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,0.0006308763861203993
215,PREV_CHANNEL_TYPE_Contact center_MEAN,0.00060512723759416
54,NAME_INCOME_TYPE_State servant,0.0005981081286903536
172,PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,0.0005923253099120878
259,REFUSED_RATE_DOWN_PAYMENT_MEAN,0.000590277875255839
169,PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,0.0005828037745571067
71,OCCUPATION_TYPE_Core staff,0.0005724487163758612
241,PREV_PRODUCT_COMBINATION_PRODUCT_COMBINATION_divers_MEAN,0.0005365125501764699
192,"PREV_NAME_TYPE_SUITE_Spouse, partner_MEAN",0.0005332001416421078
200,PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,0.0005150740849242594
199,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,0.0005102194843538854
22,REG_CITY_NOT_LIVE_CITY,0.0005046890065568137
296,CC_SK_DPD_MEAN,0.00048411354116355786
218,PREV_CHANNEL_TYPE_Regional / Local_MEAN,0.0004763267156874512
33,AMT_REQ_CREDIT_BUREAU_QRT,0.0004640026780519088
101,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,0.00042676858636362595
90,ORGANIZATION_TYPE_ORGANIZATION_TYPE_divers,0.00042643095267762716
131,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0004168348142586894
189,PREV_NAME_TYPE_SUITE_Children_MEAN,0.0004137106559735164
24,LIVE_CITY_NOT_WORK_CITY,0.00039389546127903164
256,REFUSED_AMT_DOWN_PAYMENT_MEAN,0.0003919887884420721
78,OCCUPATION_TYPE_Sales staff,0.00038755498968606544
231,PREV_PRODUCT_COMBINATION_Card X-Sell_MEAN,0.0003767519530822839
84,WEEKDAY_APPR_PROCESS_START_TUESDAY,0.0003712651014857368
32,AMT_REQ_CREDIT_BUREAU_MON,0.00036263084982561815
70,OCCUPATION_TYPE_Accountants,0.00035902002339532034
297,CC_SK_DPD_DEF_MEAN,0.00035229854818143923
180,PREV_NAME_CONTRACT_STATUS_NAME_CONTRACT_STATUS_divers_MEAN,0.0003507253646067034
79,WEEKDAY_APPR_PROCESS_START_FRIDAY,0.00034803204354111534
50,FLAG_OWN_REALTY_Y,0.000313803471972468
144,CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,0.00031277554318042707
60,NAME_FAMILY_STATUS_Civil marriage,0.00029924664153133535
298,CC_NAME_CONTRACT_STATUS_Active_MEAN,0.0002959576897208397
109,BURO_CREDIT_ACTIVE_CREDIT_ACTIVE_divers_MEAN,0.0002898684697951087
49,FLAG_OWN_REALTY_N,0.00028783458691537155
83,WEEKDAY_APPR_PROCESS_START_THURSDAY,0.0002829427132530707
150,CLOSED_MONTHS_BALANCE_MAX_MAX,0.00028117818342575753
77,OCCUPATION_TYPE_OCCUPATION_TYPE_divers,0.00027611497937246734
85,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.0002580554939464594
283,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,0.00024566504390023826
299,CC_NAME_CONTRACT_STATUS_Completed_MEAN,0.00024551335998034126
127,ACTIVE_CREDIT_DAY_OVERDUE_MEAN,0.00024180217738743214
80,WEEKDAY_APPR_PROCESS_START_MONDAY,0.00023745609595173856
66,NAME_HOUSING_TYPE_House / apartment,0.00022927735338261755
191,PREV_NAME_TYPE_SUITE_NAME_TYPE_SUITE_divers_MEAN,0.0002260338590847065
14,FLAG_EMAIL,0.00021380728767138194
57,NAME_EDUCATION_TYPE_2,0.00019844729948309957
293,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,0.00019687511845635188
75,OCCUPATION_TYPE_Managers,0.00018894593141318138
69,NAME_HOUSING_TYPE_With parents,0.000185366904019655
81,WEEKDAY_APPR_PROCESS_START_SATURDAY,0.00017963227387821052
97,BURO_CREDIT_DAY_OVERDUE_MEAN,0.00017296753973880893
65,NAME_FAMILY_STATUS_Widow,0.00016831446057949788
106,BURO_MONTHS_BALANCE_MAX_MAX,0.00016772129958364838
214,PREV_CHANNEL_TYPE_CHANNEL_TYPE_divers_MEAN,0.0001543624345452072
63,NAME_FAMILY_STATUS_Separated,0.00015257396578009634
73,OCCUPATION_TYPE_High skill tech staff,0.00015112117658877525
146,CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,0.0001301953736618325
88,ORGANIZATION_TYPE_Government,0.00012859997891534548
134,ACTIVE_CNT_CREDIT_PROLONG_SUM,0.0001134196233380999
86,ORGANIZATION_TYPE_Business Entity Type 2,0.00011034509451859103
89,ORGANIZATION_TYPE_Medicine,0.00010950208178405988
82,WEEKDAY_APPR_PROCESS_START_SUNDAY,9.70028098353611e-05
67,NAME_HOUSING_TYPE_Municipal apartment,9.436796884908208e-05
136,ACTIVE_MONTHS_BALANCE_MAX_MAX,9.43549380931854e-05
104,BURO_CNT_CREDIT_PROLONG_SUM,9.140722293432141e-05
300,CC_NAME_CONTRACT_STATUS_NAME_CONTRACT_STATUS_divers_MEAN,9.112917909751102e-05
31,AMT_REQ_CREDIT_BUREAU_WEEK,8.795404759496203e-05
21,LIVE_REGION_NOT_WORK_REGION,8.223297417872938e-05
76,OCCUPATION_TYPE_Medicine staff,7.342119632754115e-05
91,ORGANIZATION_TYPE_Other,7.268773766770358e-05
20,REG_REGION_NOT_WORK_REGION,6.933181233824855e-05
173,PREV_FLAG_LAST_APPL_PER_CONTRACT_FLAG_LAST_APPL_PER_CONTRACT_divers_MEAN,6.876351825368466e-05
183,PREV_NAME_PAYMENT_TYPE_NAME_PAYMENT_TYPE_divers_MEAN,6.592165393532904e-05
59,NAME_EDUCATION_TYPE_NAME_EDUCATION_TYPE_divers,5.44876256401065e-05
174,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,5.0033743613991665e-05
68,NAME_HOUSING_TYPE_NAME_HOUSING_TYPE_divers,4.630528597300333e-05
148,CLOSED_CNT_CREDIT_PROLONG_SUM,3.4409449361938456e-05
113,BURO_CREDIT_CURRENCY_currency 1_MEAN,2.755431492075116e-05
207,PREV_NAME_PORTFOLIO_NAME_PORTFOLIO_divers_MEAN,2.5922112288907454e-05
12,FLAG_CONT_MOBILE,2.192680870004571e-05
19,REG_REGION_NOT_LIVE_REGION,2.0684679588122427e-05
194,PREV_NAME_CLIENT_TYPE_NAME_CLIENT_TYPE_divers_MEAN,1.662681731319743e-05
112,BURO_CREDIT_CURRENCY_CREDIT_CURRENCY_divers_MEAN,1.4087935130268155e-05
29,AMT_REQ_CREDIT_BUREAU_HOUR,1.0920987505575035e-05
30,AMT_REQ_CREDIT_BUREAU_DAY,8.071475626846682e-06
11,FLAG_MOBIL,0.0
141,CLOSED_CREDIT_DAY_OVERDUE_MEAN,0.0
145,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
114,BURO_CREDIT_CURRENCY_nan_MEAN,0.0
62,NAME_FAMILY_STATUS_NAME_FAMILY_STATUS_divers,0.0
52,NAME_INCOME_TYPE_NAME_INCOME_TYPE_divers,0.0
111,BURO_CREDIT_ACTIVE_nan_MEAN,0.0
123,BURO_STATUS_nan_MEAN_MEAN,0.0
118,BURO_CREDIT_TYPE_nan_MEAN,0.0
164,PREV_NAME_CONTRACT_TYPE_NAME_CONTRACT_TYPE_divers_MEAN,0.0
